157.225 -75.998 1790.000
156.931 -75.932 1791.000
156.656 -75.873 1792.000
156.400 -75.819 1793.000
156.160 -75.769 1794.000
155.934 -75.722 1795.000
155.722 -75.677 1796.000
155.523 -75.634 1797.000
155.340 -75.591 1798.000
155.173 -75.549 1799.000
155.020 -75.509 1800.000
154.878 -75.467 1801.000
154.743 -75.424 1802.000
154.615 -75.381 1803.000
154.494 -75.339 1804.000
154.374 -75.296 1805.000
154.257 -75.251 1806.000
154.145 -75.208 1807.000
154.037 -75.165 1808.000
153.935 -75.122 1809.000
153.839 -75.080 1810.000
153.750 -75.038 1811.000
153.668 -74.997 1812.000
153.596 -74.956 1813.000
153.536 -74.917 1814.000
153.485 -74.879 1815.000
153.446 -74.842 1816.000
153.418 -74.807 1817.000
153.401 -74.774 1818.000
153.394 -74.742 1819.000
153.389 -74.710 1820.000
153.384 -74.678 1821.000
153.371 -74.644 1822.000
153.345 -74.608 1823.000
153.305 -74.571 1824.000
153.246 -74.532 1825.000
153.168 -74.495 1826.000
153.074 -74.460 1827.000
152.966 -74.428 1828.000
152.847 -74.398 1829.000
152.718 -74.369 1830.000
152.581 -74.337 1831.000
152.441 -74.305 1832.000
152.305 -74.271 1833.000
152.181 -74.237 1834.000
152.079 -74.203 1835.000
152.002 -74.167 1836.000
151.943 -74.130 1837.000
151.886 -74.089 1838.000
151.826 -74.045 1839.000
151.768 -74.003 1840.000
151.716 -73.968 1841.000
151.662 -73.936 1842.000
151.598 -73.906 1843.000
151.516 -73.874 1844.000
151.404 -73.836 1845.000
151.255 -73.791 1846.000
151.078 -73.739 1847.000
150.885 -73.682 1848.000
150.685 -73.620 1849.000
150.486 -73.555 1850.000
150.293 -73.485 1851.000
150.109 -73.415 1852.000
149.933 -73.346 1853.000
149.767 -73.281 1854.000
149.609 -73.218 1855.000
149.453 -73.157 1856.000
149.305 -73.100 1857.000
149.166 -73.046 1858.000
149.038 -72.996 1859.000
148.922 -72.951 1860.000
148.819 -72.913 1861.000
148.727 -72.880 1862.000
148.644 -72.848 1863.000
148.569 -72.818 1864.000
148.498 -72.787 1865.000
148.428 -72.755 1866.000
148.365 -72.722 1867.000
148.315 -72.692 1868.000
148.277 -72.662 1869.000
148.243 -72.635 1870.000
148.207 -72.607 1871.000
148.177 -72.578 1872.000
148.154 -72.548 1873.000
148.143 -72.518 1874.000
148.140 -72.487 1875.000
148.144 -72.455 1876.000
148.156 -72.422 1877.000
148.177 -72.391 1878.000
148.209 -72.359 1879.000
148.254 -72.327 1880.000
148.313 -72.292 1881.000
148.383 -72.257 1882.000
148.461 -72.221 1883.000
148.548 -72.183 1884.000
148.642 -72.144 1885.000
148.745 -72.105 1886.000
148.848 -72.066 1887.000
148.946 -72.028 1888.000
149.031 -71.989 1889.000
149.110 -71.952 1890.000
149.153 -71.923 1891.000
149.124 -71.905 1892.000
149.030 -71.895 1893.000
148.888 -71.888 1894.000
148.726 -71.879 1895.000
148.569 -71.866 1896.000
148.440 -71.843 1897.000
148.349 -71.812 1898.000
148.309 -71.770 1899.000
148.324 -71.721 1900.000
148.369 -71.668 1901.000
148.412 -71.616 1902.000
148.455 -71.563 1903.000
148.499 -71.510 1904.000
148.542 -71.458 1905.000
148.562 -71.397 1906.000
148.582 -71.336 1907.000
148.602 -71.274 1908.000
148.622 -71.213 1909.000
148.641 -71.151 1910.000
148.620 -71.082 1911.000
148.599 -71.012 1912.000
148.578 -70.942 1913.000
148.558 -70.871 1914.000
148.537 -70.801 1915.000
148.469 -70.724 1916.000
148.401 -70.646 1917.000
148.334 -70.568 1918.000
148.268 -70.491 1919.000
148.202 -70.413 1920.000
148.084 -70.328 1921.000
147.967 -70.242 1922.000
147.852 -70.157 1923.000
147.737 -70.071 1924.000
147.624 -69.987 1925.000
147.453 -69.892 1926.000
147.284 -69.797 1927.000
147.117 -69.704 1928.000
146.951 -69.610 1929.000
146.788 -69.516 1930.000
146.579 -69.424 1931.000
146.371 -69.331 1932.000
146.166 -69.239 1933.000
145.963 -69.146 1934.000
145.762 -69.054 1935.000
145.523 -68.957 1936.000
145.287 -68.859 1937.000
145.053 -68.761 1938.000
144.820 -68.663 1939.000
144.590 -68.566 1940.000
144.556 -68.480 1941.000
144.524 -68.396 1942.000
144.495 -68.314 1943.000
144.467 -68.232 1944.000
144.440 -68.150 1945.000
144.264 -68.098 1946.000
144.087 -68.045 1947.000
143.908 -67.993 1948.000
143.728 -67.941 1949.000
143.546 -67.888 1950.000
143.135 -67.752 1951.000
142.724 -67.613 1952.000
142.316 -67.475 1953.000
141.909 -67.335 1954.000
141.504 -67.194 1955.000
141.256 -67.099 1956.000
141.004 -67.001 1957.000
140.749 -66.902 1958.000
140.490 -66.802 1959.000
140.228 -66.700 1960.000
140.087 -66.626 1961.000
139.946 -66.551 1962.000
139.807 -66.478 1963.000
139.668 -66.404 1964.000
139.530 -66.331 1965.000
139.504 -66.270 1966.000
139.478 -66.208 1967.000
139.451 -66.146 1968.000
139.426 -66.085 1969.000
139.400 -66.023 1970.000
139.425 -65.967 1971.000
139.450 -65.910 1972.000
139.474 -65.853 1973.000
139.498 -65.795 1974.000
139.522 -65.738 1975.000
139.488 -65.676 1976.000
139.453 -65.613 1977.000
139.418 -65.549 1978.000
139.384 -65.486 1979.000
139.349 -65.423 1980.000
139.314 -65.363 1981.000
139.280 -65.304 1982.000
139.246 -65.244 1983.000
139.212 -65.184 1984.000
139.178 -65.125 1985.000
139.122 -65.081 1986.000
139.067 -65.038 1987.000
139.011 -64.995 1988.000
138.956 -64.952 1989.000
138.902 -64.910 1990.000
138.867 -64.885 1991.000
138.832 -64.860 1992.000
138.798 -64.836 1993.000
138.764 -64.812 1994.000
138.730 -64.788 1995.000
138.644 -64.762 1996.000
138.558 -64.737 1997.000
138.473 -64.711 1998.000
138.388 -64.687 1999.000
138.303 -64.661 2000.000
138.211 -64.638 2001.000
138.120 -64.615 2002.000
138.029 -64.591 2003.000
137.938 -64.568 2004.000
137.848 -64.545 2005.000
137.742 -64.523 2006.000
137.637 -64.500 2007.000
137.532 -64.477 2008.000
137.428 -64.454 2009.000
137.325 -64.432 2010.000
137.176 -64.401 2011.000
137.028 -64.370 2012.000
136.881 -64.340 2013.000
136.734 -64.309 2014.000
136.597 -64.279 2015.000
136.449 -64.239 2016.000
136.303 -64.199 2017.000
136.156 -64.160 2018.000
136.011 -64.120 2019.000
135.866 -64.081 2020.000
135.703 -64.035 2021.000
135.542 -63.988 2022.000
135.381 -63.942 2023.000
135.221 -63.897 2024.000
135.061 -63.851 2025.000
